student_id,profile,weak_topic,level,recommended_course
STU_0346,Student is interested in Data Science. Completed course on Cybersecurity with score 91%. Current level is Advanced. Needs improvement in Python.,Python,Advanced,Write A Feature Length Screenplay For Film Or Television
STU_0347,Student is interested in Cloud. Completed course on Cloud with score 75%. Current level is Advanced. Needs improvement in Python.,Python,Advanced,ExcelVBA for Creative Problem Solving Part 1
STU_0348,Student is interested in Computer Vision. Completed course on Data Science with score 90%. Current level is Intermediate. Needs improvement in Data Science.,Data Science,Intermediate,Introduction to Thermodynamics Transferring Energy from Here to There
STU_0349,Student is interested in NLP. Completed course on Python with score 90%. Current level is Beginner. Needs improvement in NLP.,NLP,Beginner,Dynamic Public Speaking
STU_0350,Student is interested in Cybersecurity. Completed course on Machine Learning with score 75%. Current level is Advanced. Needs improvement in Cloud.,Cloud,Advanced,Getting Started with Google Sheets
STU_0351,Student is interested in Cybersecurity. Completed course on SQL with score 79%. Current level is Beginner. Needs improvement in Data Science.,Data Science,Beginner,Art  Ideas Teaching with Themes
STU_0352,Student is interested in Computer Vision. Completed course on Web Development with score 73%. Current level is Intermediate. Needs improvement in Cybersecurity.,Cybersecurity,Intermediate,The Addicted Brain
STU_0353,Student is interested in Web Development. Completed course on Python with score 60%. Current level is Advanced. Needs improvement in Data Science.,Data Science,Advanced,Autodesk CADCAMCAE for Mechanical Engineering
STU_0354,Student is interested in Cybersecurity. Completed course on Cybersecurity with score 62%. Current level is Beginner. Needs improvement in SQL.,SQL,Beginner,Using Python to Interact with the Operating System
STU_0355,Student is interested in SQL. Completed course on Data Science with score 67%. Current level is Advanced. Needs improvement in Data Science.,Data Science,Advanced,Applied Data Science with Python
STU_0356,Student is interested in Python. Completed course on SQL with score 59%. Current level is Beginner. Needs improvement in Data Science.,Data Science,Beginner,Corporate Finance Essentials
STU_0357,Student is interested in Cloud. Completed course on NLP with score 73%. Current level is Intermediate. Needs improvement in Cloud.,Cloud,Intermediate,Write Professional Emails in English
STU_0358,Student is interested in Python. Completed course on Computer Vision with score 80%. Current level is Advanced. Needs improvement in NLP.,NLP,Advanced,Essential Google Cloud Infrastructure Core Services
STU_0359,Student is interested in Data Science. Completed course on Computer Vision with score 45%. Current level is Advanced. Needs improvement in SQL.,SQL,Advanced,Positive Psychology Resilience Skills
STU_0360,Student is interested in Data Science. Completed course on Data Science with score 82%. Current level is Advanced. Needs improvement in Data Science.,Data Science,Advanced,Software Product Management
STU_0361,Student is interested in Cloud. Completed course on Machine Learning with score 45%. Current level is Beginner. Needs improvement in Machine Learning.,Machine Learning,Beginner,Positive Psychology Resilience Skills
STU_0362,Student is interested in Computer Vision. Completed course on NLP with score 79%. Current level is Advanced. Needs improvement in Web Development.,Web Development,Advanced,Advertising and Society
STU_0363,Student is interested in Cybersecurity. Completed course on SQL with score 81%. Current level is Intermediate. Needs improvement in Computer Vision.,Computer Vision,Intermediate,Introduction to Forensic Science
STU_0364,Student is interested in NLP. Completed course on Web Development with score 69%. Current level is Beginner. Needs improvement in Computer Vision.,Computer Vision,Beginner,Russir le Changement
STU_0365,Student is interested in Machine Learning. Completed course on Data Science with score 66%. Current level is Intermediate. Needs improvement in Cybersecurity.,Cybersecurity,Intermediate,Introduction to Chemistry  Reactions and Ratios
STU_0366,Student is interested in NLP. Completed course on Cloud with score 60%. Current level is Advanced. Needs improvement in Data Science.,Data Science,Advanced,Foundations of Business Strategy
STU_0367,Student is interested in Cloud. Completed course on Web Development with score 88%. Current level is Intermediate. Needs improvement in Data Science.,Data Science,Intermediate,Introductory Human Physiology
STU_0368,Student is interested in SQL. Completed course on Python with score 55%. Current level is Intermediate. Needs improvement in Cloud.,Cloud,Intermediate,COVID19 What You Need to Know CME Eligible
STU_0369,Student is interested in Computer Vision. Completed course on Cybersecurity with score 49%. Current level is Beginner. Needs improvement in NLP.,NLP,Beginner,Antibiotic Stewardship
STU_0370,Student is interested in Computer Vision. Completed course on Web Development with score 55%. Current level is Beginner. Needs improvement in Web Development.,Web Development,Beginner,Understanding Einstein The Special Theory of Relativity
STU_0371,Student is interested in Cloud. Completed course on Cloud with score 88%. Current level is Beginner. Needs improvement in NLP.,NLP,Beginner,Introduction to Programming with MATLAB
STU_0372,Student is interested in SQL. Completed course on Cybersecurity with score 59%. Current level is Intermediate. Needs improvement in Cybersecurity.,Cybersecurity,Intermediate,Achieving Personal and Professional Success
STU_0373,Student is interested in Python. Completed course on Web Development with score 69%. Current level is Beginner. Needs improvement in SQL.,SQL,Beginner,Developing APIs with Google Clouds Apigee API Platform
STU_0374,Student is interested in Cloud. Completed course on Machine Learning with score 58%. Current level is Intermediate. Needs improvement in Machine Learning.,Machine Learning,Intermediate,More Introduction to Financial Accounting
STU_0375,Student is interested in Cybersecurity. Completed course on Computer Vision with score 40%. Current level is Beginner. Needs improvement in SQL.,SQL,Beginner,Inspirational Leadership Leading with Sense
STU_0376,Student is interested in Data Science. Completed course on Computer Vision with score 88%. Current level is Intermediate. Needs improvement in Cloud.,Cloud,Intermediate,Getting Started with AWS Machine Learning
STU_0377,Student is interested in Machine Learning. Completed course on Web Development with score 76%. Current level is Advanced. Needs improvement in Machine Learning.,Machine Learning,Advanced,Data Science Foundations using R
STU_0378,Student is interested in Cloud. Completed course on SQL with score 44%. Current level is Intermediate. Needs improvement in Computer Vision.,Computer Vision,Intermediate,Introduction to Sustainability
STU_0379,Student is interested in Cybersecurity. Completed course on SQL with score 92%. Current level is Advanced. Needs improvement in Computer Vision.,Computer Vision,Advanced,Research Data Management and Sharing
STU_0380,Student is interested in Python. Completed course on Data Science with score 65%. Current level is Intermediate. Needs improvement in Python.,Python,Intermediate,The Singer Songwriter
STU_0381,Student is interested in Cloud. Completed course on SQL with score 88%. Current level is Beginner. Needs improvement in Cloud.,Cloud,Beginner,Data Visualization with Python
STU_0382,Student is interested in SQL. Completed course on Web Development with score 42%. Current level is Beginner. Needs improvement in SQL.,SQL,Beginner,Algorithms for Battery Management Systems
STU_0383,Student is interested in Data Science. Completed course on Cloud with score 73%. Current level is Intermediate. Needs improvement in Cybersecurity.,Cybersecurity,Intermediate,Computer Security and Systems Management
STU_0384,Student is interested in SQL. Completed course on Data Science with score 79%. Current level is Intermediate. Needs improvement in Cloud.,Cloud,Intermediate,Corporate Strategy
STU_0385,Student is interested in Web Development. Completed course on Computer Vision with score 72%. Current level is Advanced. Needs improvement in Cloud.,Cloud,Advanced,Leading Human Resource Management and Leadership
STU_0386,Student is interested in Cybersecurity. Completed course on Computer Vision with score 92%. Current level is Beginner. Needs improvement in Cybersecurity.,Cybersecurity,Beginner,Getting Started with Google Sheets
STU_0387,Student is interested in Cloud. Completed course on Python with score 77%. Current level is Intermediate. Needs improvement in Web Development.,Web Development,Intermediate,The Strategy of Content Marketing
STU_0388,Student is interested in Machine Learning. Completed course on Cybersecurity with score 81%. Current level is Advanced. Needs improvement in Computer Vision.,Computer Vision,Advanced,Mathematics for Data Science
STU_0389,Student is interested in NLP. Completed course on Machine Learning with score 50%. Current level is Advanced. Needs improvement in Cybersecurity.,Cybersecurity,Advanced,Patient Safety
STU_0390,Student is interested in Web Development. Completed course on Data Science with score 42%. Current level is Advanced. Needs improvement in NLP.,NLP,Advanced,Security  Safety Challenges in a Globalized World
STU_0391,Student is interested in Python. Completed course on NLP with score 68%. Current level is Intermediate. Needs improvement in Machine Learning.,Machine Learning,Intermediate,In the Studio Postwar Abstract Painting
STU_0392,Student is interested in Data Science. Completed course on Web Development with score 66%. Current level is Advanced. Needs improvement in NLP.,NLP,Advanced,The Business of Music Production
STU_0393,Student is interested in Cybersecurity. Completed course on Machine Learning with score 73%. Current level is Beginner. Needs improvement in Data Science.,Data Science,Beginner,Managerial Economics and Business Analysis
STU_0394,Student is interested in Cloud. Completed course on Cybersecurity with score 64%. Current level is Intermediate. Needs improvement in SQL.,SQL,Intermediate,Cuidados y procedimientos generales en la atencin del recin nacido
STU_0395,Student is interested in Cybersecurity. Completed course on SQL with score 74%. Current level is Intermediate. Needs improvement in Cloud.,Cloud,Intermediate,Reinforcement Learning
STU_0396,Student is interested in Computer Vision. Completed course on Cybersecurity with score 55%. Current level is Intermediate. Needs improvement in NLP.,NLP,Intermediate,Making Architecture
STU_0397,Student is interested in Computer Vision. Completed course on NLP with score 89%. Current level is Intermediate. Needs improvement in Computer Vision.,Computer Vision,Intermediate,Sexualidadmucho ms que sexo
STU_0398,Student is interested in NLP. Completed course on Cybersecurity with score 70%. Current level is Intermediate. Needs improvement in Cloud.,Cloud,Intermediate,Managerial Accounting Fundamentals
STU_0399,Student is interested in Computer Vision. Completed course on Computer Vision with score 76%. Current level is Advanced. Needs improvement in Python.,Python,Advanced,Learning to Teach Online
STU_0400,Student is interested in Web Development. Completed course on Web Development with score 89%. Current level is Beginner. Needs improvement in Cloud.,Cloud,Beginner,ExcelVBA for Creative Problem Solving Part 1
STU_0401,Student is interested in Machine Learning. Completed course on Computer Vision with score 62%. Current level is Intermediate. Needs improvement in Python.,Python,Intermediate,Programming for Everybody Getting Started with Python
STU_0402,Student is interested in Computer Vision. Completed course on Cybersecurity with score 52%. Current level is Advanced. Needs improvement in NLP.,NLP,Advanced,Epigenetic Control of Gene Expression
STU_0403,Student is interested in SQL. Completed course on Computer Vision with score 46%. Current level is Advanced. Needs improvement in Data Science.,Data Science,Advanced,Strategising Management for Global Competitive Advantage
STU_0404,Student is interested in NLP. Completed course on NLP with score 82%. Current level is Advanced. Needs improvement in Machine Learning.,Machine Learning,Advanced,Digital Product Management
STU_0405,Student is interested in NLP. Completed course on Machine Learning with score 66%. Current level is Intermediate. Needs improvement in Python.,Python,Intermediate,Software Design and Architecture
STU_0406,Student is interested in Cybersecurity. Completed course on Python with score 40%. Current level is Advanced. Needs improvement in Data Science.,Data Science,Advanced,Control of Mobile Robots
STU_0407,Student is interested in Web Development. Completed course on Cybersecurity with score 81%. Current level is Beginner. Needs improvement in Cybersecurity.,Cybersecurity,Beginner,System Administration and IT Infrastructure Services
STU_0408,Student is interested in Computer Vision. Completed course on Cloud with score 81%. Current level is Beginner. Needs improvement in Computer Vision.,Computer Vision,Beginner,The Addicted Brain
STU_0409,Student is interested in Python. Completed course on NLP with score 87%. Current level is Advanced. Needs improvement in SQL.,SQL,Advanced,iOS App Development with Swift
STU_0410,Student is interested in Machine Learning. Completed course on Data Science with score 93%. Current level is Beginner. Needs improvement in Web Development.,Web Development,Beginner,Algorithmic Toolbox
STU_0411,Student is interested in Web Development. Completed course on Cybersecurity with score 87%. Current level is Intermediate. Needs improvement in Data Science.,Data Science,Intermediate,Algorithms
STU_0412,Student is interested in Machine Learning. Completed course on Computer Vision with score 61%. Current level is Intermediate. Needs improvement in Python.,Python,Intermediate,Introduccin a la programacin en Python I Aprendiendo a programar con Python
STU_0413,Student is interested in SQL. Completed course on SQL with score 48%. Current level is Advanced. Needs improvement in Cybersecurity.,Cybersecurity,Advanced,Introduction to Computer Science and Programming
STU_0414,Student is interested in Computer Vision. Completed course on NLP with score 61%. Current level is Beginner. Needs improvement in Python.,Python,Beginner,Statistical Analysis with R for Public Health
STU_0415,Student is interested in Cybersecurity. Completed course on Computer Vision with score 40%. Current level is Advanced. Needs improvement in Data Science.,Data Science,Advanced,Fundamentals of GIS
STU_0416,Student is interested in Computer Vision. Completed course on NLP with score 79%. Current level is Advanced. Needs improvement in Data Science.,Data Science,Advanced,IBM AI Engineering
STU_0417,Student is interested in Web Development. Completed course on SQL with score 45%. Current level is Intermediate. Needs improvement in Cloud.,Cloud,Intermediate,Python for Everybody
STU_0418,Student is interested in Python. Completed course on Data Science with score 70%. Current level is Intermediate. Needs improvement in Data Science.,Data Science,Intermediate,Emerging Technologies From Smartphones to IoT to Big Data
STU_0419,Student is interested in Machine Learning. Completed course on Computer Vision with score 55%. Current level is Intermediate. Needs improvement in Web Development.,Web Development,Intermediate,Survey Data Collection and Analytics
STU_0420,Student is interested in Computer Vision. Completed course on Cloud with score 77%. Current level is Advanced. Needs improvement in Computer Vision.,Computer Vision,Advanced,Marketing in a Digital World
STU_0421,Student is interested in Machine Learning. Completed course on Computer Vision with score 84%. Current level is Beginner. Needs improvement in Cloud.,Cloud,Beginner,Architecting with Google Compute Engine
STU_0422,Student is interested in Python. Completed course on Cybersecurity with score 50%. Current level is Intermediate. Needs improvement in Computer Vision.,Computer Vision,Intermediate,Roman Architecture
STU_0423,Student is interested in SQL. Completed course on Computer Vision with score 80%. Current level is Intermediate. Needs improvement in Python.,Python,Intermediate,Getting Started with Google Kubernetes Engine
STU_0424,Student is interested in NLP. Completed course on NLP with score 70%. Current level is Beginner. Needs improvement in Data Science.,Data Science,Beginner,Introduccin a la programacin en Python I Aprendiendo a programar con Python
STU_0425,Student is interested in Cloud. Completed course on Web Development with score 70%. Current level is Advanced. Needs improvement in SQL.,SQL,Advanced,Think Again I How to Understand Arguments
STU_0426,Student is interested in NLP. Completed course on NLP with score 73%. Current level is Intermediate. Needs improvement in Python.,Python,Intermediate,Leadership Development for Engineers
STU_0427,Student is interested in Cloud. Completed course on Python with score 43%. Current level is Advanced. Needs improvement in Python.,Python,Advanced,Introduction to Systematic Review and MetaAnalysis
STU_0428,Student is interested in NLP. Completed course on SQL with score 50%. Current level is Intermediate. Needs improvement in Data Science.,Data Science,Intermediate,  
STU_0429,Student is interested in SQL. Completed course on Cybersecurity with score 83%. Current level is Beginner. Needs improvement in Python.,Python,Beginner,Software Design and Architecture
STU_0430,Student is interested in Cybersecurity. Completed course on Python with score 68%. Current level is Beginner. Needs improvement in SQL.,SQL,Beginner,Introduccin a Data Science Programacin Estadstica con R
STU_0431,Student is interested in Data Science. Completed course on SQL with score 69%. Current level is Advanced. Needs improvement in Web Development.,Web Development,Advanced,Aprende a programar con Python
STU_0432,Student is interested in SQL. Completed course on Cybersecurity with score 86%. Current level is Beginner. Needs improvement in Computer Vision.,Computer Vision,Beginner,Healthcare Law
STU_0433,Student is interested in Computer Vision. Completed course on Machine Learning with score 77%. Current level is Beginner. Needs improvement in NLP.,NLP,Beginner,Anatomy of the Chest Abdomen and Pelvis
STU_0434,Student is interested in Web Development. Completed course on Cloud with score 74%. Current level is Beginner. Needs improvement in Python.,Python,Beginner,Aspectos bsicos de la planificacin y la gestin de proyectos
STU_0435,Student is interested in Cybersecurity. Completed course on Machine Learning with score 66%. Current level is Beginner. Needs improvement in Computer Vision.,Computer Vision,Beginner,The Addicted Brain
STU_0436,Student is interested in Data Science. Completed course on Web Development with score 64%. Current level is Intermediate. Needs improvement in Cloud.,Cloud,Intermediate,Globalization Economic Growth and Stability
STU_0437,Student is interested in Web Development. Completed course on Python with score 48%. Current level is Advanced. Needs improvement in SQL.,SQL,Advanced,   Python
STU_0438,Student is interested in Cloud. Completed course on Python with score 74%. Current level is Intermediate. Needs improvement in Data Science.,Data Science,Intermediate,Leadership in 21st Century Organizations
STU_0439,Student is interested in Data Science. Completed course on NLP with score 88%. Current level is Beginner. Needs improvement in Machine Learning.,Machine Learning,Beginner,Finance  Quantitative Modeling for Analysts
STU_0440,Student is interested in Cybersecurity. Completed course on SQL with score 74%. Current level is Intermediate. Needs improvement in Web Development.,Web Development,Intermediate,Unraveling the Cycling City
STU_0441,Student is interested in NLP. Completed course on NLP with score 62%. Current level is Beginner. Needs improvement in Cybersecurity.,Cybersecurity,Beginner,Essential Google Cloud Infrastructure Foundation
STU_0442,Student is interested in NLP. Completed course on Python with score 91%. Current level is Advanced. Needs improvement in Machine Learning.,Machine Learning,Advanced,Indigenous Canada
STU_0443,Student is interested in Machine Learning. Completed course on NLP with score 44%. Current level is Beginner. Needs improvement in NLP.,NLP,Beginner,Modern Robotics  Mechanics Planning and Control
STU_0444,Student is interested in Machine Learning. Completed course on Cybersecurity with score 55%. Current level is Advanced. Needs improvement in Machine Learning.,Machine Learning,Advanced,Anatomy
STU_0445,Student is interested in Web Development. Completed course on Cybersecurity with score 74%. Current level is Beginner. Needs improvement in NLP.,NLP,Beginner,Sustainable Tourism  promoting environmental public health
STU_0446,Student is interested in Machine Learning. Completed course on Data Science with score 58%. Current level is Beginner. Needs improvement in SQL.,SQL,Beginner,Understanding Modern Finance
STU_0447,Student is interested in Cloud. Completed course on Cloud with score 59%. Current level is Beginner. Needs improvement in NLP.,NLP,Beginner,Project Management Principles and Practices
STU_0448,Student is interested in SQL. Completed course on NLP with score 59%. Current level is Intermediate. Needs improvement in Web Development.,Web Development,Intermediate,Architecting with Google Cloud Platform 
STU_0449,Student is interested in SQL. Completed course on Data Science with score 75%. Current level is Intermediate. Needs improvement in Web Development.,Web Development,Intermediate,Ancient Philosophy Aristotle and His Successors
STU_0450,Student is interested in Cloud. Completed course on Web Development with score 60%. Current level is Advanced. Needs improvement in SQL.,SQL,Advanced,Improving Deep Neural Networks Hyperparameter tuning Regularization and Optimization
STU_0451,Student is interested in Web Development. Completed course on Data Science with score 64%. Current level is Beginner. Needs improvement in Computer Vision.,Computer Vision,Beginner,Sustainable Tourism  promoting environmental public health
STU_0452,Student is interested in SQL. Completed course on Cybersecurity with score 94%. Current level is Beginner. Needs improvement in NLP.,NLP,Beginner,Finance for NonFinancial Managers
STU_0453,Student is interested in Data Science. Completed course on Cybersecurity with score 75%. Current level is Intermediate. Needs improvement in Machine Learning.,Machine Learning,Intermediate,Improving Deep Neural Networks Hyperparameter tuning Regularization and Optimization
STU_0454,Student is interested in SQL. Completed course on SQL with score 64%. Current level is Beginner. Needs improvement in Data Science.,Data Science,Beginner,English for Journalism
STU_0455,Student is interested in NLP. Completed course on Cloud with score 68%. Current level is Intermediate. Needs improvement in Python.,Python,Intermediate,Blockchain
STU_0456,Student is interested in SQL. Completed course on NLP with score 57%. Current level is Intermediate. Needs improvement in Machine Learning.,Machine Learning,Intermediate,Ready Set Future Introduction to Futures Thinking
STU_0457,Student is interested in Machine Learning. Completed course on Python with score 91%. Current level is Advanced. Needs improvement in NLP.,NLP,Advanced,Spacecraft Dynamics and Control
STU_0458,Student is interested in SQL. Completed course on NLP with score 53%. Current level is Intermediate. Needs improvement in Cybersecurity.,Cybersecurity,Intermediate,Financial Engineering and Risk Management Part I
STU_0459,Student is interested in Machine Learning. Completed course on NLP with score 87%. Current level is Beginner. Needs improvement in NLP.,NLP,Beginner,Supply Chain Analytics
STU_0460,Student is interested in Cybersecurity. Completed course on NLP with score 65%. Current level is Beginner. Needs improvement in NLP.,NLP,Beginner,Machine Learning for All
STU_0461,Student is interested in Cloud. Completed course on Computer Vision with score 69%. Current level is Advanced. Needs improvement in Web Development.,Web Development,Advanced,Primeros Auxilios Psicolgicos PAP
STU_0462,Student is interested in Cloud. Completed course on Computer Vision with score 63%. Current level is Advanced. Needs improvement in Computer Vision.,Computer Vision,Advanced,Introduction to Programming in C
STU_0463,Student is interested in Cybersecurity. Completed course on Python with score 88%. Current level is Intermediate. Needs improvement in Cybersecurity.,Cybersecurity,Intermediate,Databases and SQL for Data Science
STU_0464,Student is interested in Cloud. Completed course on Cloud with score 42%. Current level is Advanced. Needs improvement in Web Development.,Web Development,Advanced, Psycholinguistics
STU_0465,Student is interested in NLP. Completed course on Data Science with score 56%. Current level is Advanced. Needs improvement in Machine Learning.,Machine Learning,Advanced,Memoir and Personal Essay Write About Yourself
STU_0466,Student is interested in Web Development. Completed course on Computer Vision with score 52%. Current level is Intermediate. Needs improvement in Data Science.,Data Science,Intermediate,Diseo Instruccional Aprendizaje activo y Pedagoga digital
STU_0467,Student is interested in Web Development. Completed course on NLP with score 75%. Current level is Advanced. Needs improvement in Cybersecurity.,Cybersecurity,Advanced,Robotics
STU_0468,Student is interested in Cloud. Completed course on Computer Vision with score 86%. Current level is Advanced. Needs improvement in Cybersecurity.,Cybersecurity,Advanced,Strategic Sales Management
STU_0469,Student is interested in Cybersecurity. Completed course on Cybersecurity with score 86%. Current level is Intermediate. Needs improvement in Data Science.,Data Science,Intermediate,Creative Writing
STU_0470,Student is interested in Data Science. Completed course on SQL with score 51%. Current level is Advanced. Needs improvement in Cybersecurity.,Cybersecurity,Advanced,Power Electronics
STU_0471,Student is interested in Machine Learning. Completed course on SQL with score 93%. Current level is Beginner. Needs improvement in Machine Learning.,Machine Learning,Beginner,Understanding Research Methods
STU_0472,Student is interested in Machine Learning. Completed course on Machine Learning with score 48%. Current level is Advanced. Needs improvement in Web Development.,Web Development,Advanced,Diseo y Creacin de un Emprendimiento Social
STU_0473,Student is interested in Python. Completed course on Data Science with score 53%. Current level is Advanced. Needs improvement in Machine Learning.,Machine Learning,Advanced,Introduction aux Droits de lHomme
STU_0474,Student is interested in Cloud. Completed course on Machine Learning with score 82%. Current level is Intermediate. Needs improvement in Cybersecurity.,Cybersecurity,Intermediate,AWS Fundamentals Migrating to the Cloud
STU_0475,Student is interested in Machine Learning. Completed course on SQL with score 66%. Current level is Beginner. Needs improvement in SQL.,SQL,Beginner,Aboriginal Worldviews and Education
STU_0476,Student is interested in SQL. Completed course on Computer Vision with score 58%. Current level is Beginner. Needs improvement in SQL.,SQL,Beginner,Introduction to Spreadsheets and Models
STU_0477,Student is interested in Web Development. Completed course on Data Science with score 46%. Current level is Advanced. Needs improvement in Python.,Python,Advanced,Computer Security and Systems Management
STU_0478,Student is interested in NLP. Completed course on NLP with score 56%. Current level is Intermediate. Needs improvement in SQL.,SQL,Intermediate,Epidemics Pandemics and Outbreaks
STU_0479,Student is interested in Web Development. Completed course on Python with score 65%. Current level is Intermediate. Needs improvement in Cloud.,Cloud,Intermediate,Managing Your Health The Role of Physical Therapy and Exercise
STU_0480,Student is interested in NLP. Completed course on NLP with score 83%. Current level is Beginner. Needs improvement in Computer Vision.,Computer Vision,Beginner,Programming Foundations with JavaScript HTML and CSS
STU_0481,Student is interested in Machine Learning. Completed course on Python with score 64%. Current level is Intermediate. Needs improvement in Web Development.,Web Development,Intermediate,Machine Learning for All
STU_0482,Student is interested in Cybersecurity. Completed course on Machine Learning with score 84%. Current level is Beginner. Needs improvement in Machine Learning.,Machine Learning,Beginner,Become a Sustainable Business Change Agent
STU_0483,Student is interested in Cybersecurity. Completed course on Web Development with score 76%. Current level is Beginner. Needs improvement in Cloud.,Cloud,Beginner,Leadership Development for Engineers
STU_0484,Student is interested in Machine Learning. Completed course on NLP with score 95%. Current level is Advanced. Needs improvement in NLP.,NLP,Advanced,Marketing Digital
STU_0485,Student is interested in Cybersecurity. Completed course on Computer Vision with score 44%. Current level is Advanced. Needs improvement in Machine Learning.,Machine Learning,Advanced,Evaluacin educativa
STU_0486,Student is interested in SQL. Completed course on Machine Learning with score 94%. Current level is Intermediate. Needs improvement in Data Science.,Data Science,Intermediate,AWS Fundamentals Migrating to the Cloud
STU_0487,Student is interested in NLP. Completed course on Data Science with score 44%. Current level is Intermediate. Needs improvement in Web Development.,Web Development,Intermediate,Corporate Strategy
STU_0488,Student is interested in NLP. Completed course on Web Development with score 61%. Current level is Intermediate. Needs improvement in SQL.,SQL,Intermediate,Swift 5 iOS Application Developer
STU_0489,Student is interested in Data Science. Completed course on Python with score 87%. Current level is Intermediate. Needs improvement in SQL.,SQL,Intermediate,Applied Data Science
STU_0490,Student is interested in Python. Completed course on Web Development with score 93%. Current level is Beginner. Needs improvement in NLP.,NLP,Beginner,Fundamentals of Immunology Innate Immunity and BCell Function
STU_0491,Student is interested in Web Development. Completed course on Cloud with score 80%. Current level is Intermediate. Needs improvement in Machine Learning.,Machine Learning,Intermediate,The Modern World Part One Global History from 1760 to 1910
STU_0492,Student is interested in Cybersecurity. Completed course on Cybersecurity with score 62%. Current level is Advanced. Needs improvement in NLP.,NLP,Advanced,Global Financing Solutions  by EDHEC and Socit Gnrale
STU_0493,Student is interested in Web Development. Completed course on Data Science with score 45%. Current level is Advanced. Needs improvement in Web Development.,Web Development,Advanced,FinTech Law and Policy
STU_0494,Student is interested in NLP. Completed course on Python with score 57%. Current level is Beginner. Needs improvement in Python.,Python,Beginner,Google Cloud Platform Fundamentals for AWS Professionals
STU_0495,Student is interested in Data Science. Completed course on Web Development with score 63%. Current level is Beginner. Needs improvement in Cloud.,Cloud,Beginner,Blended Language Learning Design and Practice for Teachers
STU_0496,Student is interested in Machine Learning. Completed course on Computer Vision with score 63%. Current level is Intermediate. Needs improvement in Cybersecurity.,Cybersecurity,Intermediate,Building Batch Data Pipelines on GCP
STU_0497,Student is interested in Data Science. Completed course on Python with score 67%. Current level is Intermediate. Needs improvement in Data Science.,Data Science,Intermediate,Magic in the Middle Ages
STU_0498,Student is interested in SQL. Completed course on SQL with score 46%. Current level is Beginner. Needs improvement in Web Development.,Web Development,Beginner,Biology Meets Programming Bioinformatics for Beginners
STU_0499,Student is interested in Cloud. Completed course on SQL with score 78%. Current level is Advanced. Needs improvement in Python.,Python,Advanced,The Modern World Part Two Global History since 1910
STU_0500,Student is interested in Cloud. Completed course on Web Development with score 58%. Current level is Intermediate. Needs improvement in Machine Learning.,Machine Learning,Intermediate,Gut Check Exploring Your Microbiome
